NUM,STATION,NAME,VX[m/a],sig_VX[m/a],VY[m/a],sig_Y[m],VZ[m/a],sig_VZ[m/a],START,END,ID-SNX
639,MBAR,33901M001,-0.0125,0.00061,0.02084,0.00053,0.01801,0.00049,2001-07-17,2004-05-23,A1
640,MBAR,33901M001,-0.0125,0.00035,0.02085,0.00025,0.01801,0.00015,2004-05-25,2010-08-24,A2
641,MBAR,33901M001,-0.01249,0.00023,0.02084,0.00016,0.01802,7e-05,2011-04-05,2022-04-30,A3
642,MCL1,41624M001,0.00076,0.00041,-0.00576,0.0004,0.01189,0.00027,2014-04-08,2018-04-04,A1
643,MCLA,41624M001,0.00076,0.00022,-0.00576,0.00021,0.0119,0.00011,2004-07-01,2014-04-06,A1
644,MCM4,66001M003,0.00881,0.00048,-0.01192,0.00016,-0.00209,0.00052,2000-01-02,2002-01-03,A1
645,MCM4,66001M003,0.00881,4e-05,-0.01192,4e-05,-0.00209,0.00012,2002-01-04,2022-04-30,A2
646,MD01,42247M001,0.00019,0.00054,-0.00438,0.00073,0.01168,0.00049,2012-09-22,2014-03-31,A1
647,MD01,42247M001,0.00019,0.00054,-0.00438,0.00073,0.01169,0.00049,2014-04-02,2015-09-15,A2
648,MD01,42247M001,0.00019,0.00027,-0.00438,0.00054,0.01169,0.00018,2015-09-17,2021-07-28,A3
649,MDO1,40442M012,-0.01315,0.00025,-8e-05,0.00054,-0.00451,0.00037,2000-01-02,2004-12-06,A1
650,MDO1,40442M012,-0.01313,0.00025,-8e-05,0.00057,-0.00452,0.00036,2004-12-07,2009-09-12,A2
651,MDO1,40442M012,-0.01318,0.0003,-8e-05,0.00062,-0.00452,0.00042,2009-09-13,2013-02-22,A3
652,MDO1,40442M012,-0.01317,0.00051,-8e-05,0.00074,-0.00451,0.00063,2013-02-23,2013-08-09,A4
653,MDO1,40442M012,-0.0132,0.00051,-8e-05,0.00074,-0.00451,0.00063,2013-08-10,2013-12-11,A5
654,MDO1,40442M012,-0.0132,0.00045,-8e-05,0.00071,-0.00451,0.00056,2017-02-14,2019-01-02,A6
655,MDO1,40442M012,-0.01313,0.00051,-8e-05,0.00074,-0.00451,0.00063,2019-01-04,2019-09-26,A7
656,MDO1,40442M012,-0.01314,0.00036,-8e-05,0.00066,-0.00451,0.00047,2020-04-15,2022-04-30,A8
657,MDVJ,12309M005,-0.02124,6e-05,0.01256,5e-05,0.00727,9e-05,2002-06-10,2022-04-30,A1
658,MECO,41526M001,0.00079,0.00011,-0.00638,0.00015,0.00979,0.0001,2006-10-19,2022-04-30,A1
659,MEDE,41921S001,0.00343,0.00045,0.00295,0.00057,0.01525,0.00042,2005-06-28,2007-07-21,A1
660,MEDE,41921S001,0.00343,0.00051,0.00295,0.00058,0.01526,0.0005,2007-07-22,2008-11-21,A2
661,MEDE,41921S001,0.00343,0.00042,0.00295,0.00056,0.01526,0.00037,2010-02-28,2012-09-29,A3
662,MEDE,41921S001,0.00343,0.00012,0.00295,0.00028,0.01526,8e-05,2012-09-30,2022-04-30,A4
663,MEDI,12711M003,-0.01805,0.00051,0.01933,0.00037,0.0117,0.00052,2000-01-02,2001-04-01,A1
664,MEDI,12711M003,-0.01805,0.00011,0.01933,5e-05,0.01171,0.00011,2001-04-02,2016-08-31,A2
665,MEDI,12711M003,-0.01805,0.00048,0.01933,0.00034,0.0117,0.00049,2016-09-01,2018-10-17,A3
666,MEDI,12711M003,-0.01805,0.00039,0.01932,0.00024,0.0117,0.0004,2018-10-18,2022-04-30,A4
667,MERI,40520M001,-0.00879,8e-05,0.00083,0.00028,0.00063,0.00012,2005-01-09,2016-05-16,A1
668,MERI,40520M001,-0.00879,0.0002,0.00083,0.00047,0.00063,0.00023,2016-05-17,2021-05-12,A2
669,MERI,40520M001,-0.00879,0.00046,0.00083,0.00058,0.00063,0.00049,2021-05-13,2022-04-30,A3
670,METS,10503S011,-0.01661,0.0001,0.01482,7e-05,0.01027,0.00016,2000-01-05,2010-08-19,A1
671,METS,10503S011,-0.01662,0.00049,0.01482,0.00032,0.01028,0.00057,2010-08-20,2011-10-11,A2
672,METS,10503S011,-0.01661,0.00046,0.01482,0.00031,0.01027,0.00055,2011-10-12,2013-06-28,A3
673,METS,10503S011,-0.01661,0.00014,0.01483,0.0001,0.01027,0.00024,2013-06-29,2022-04-30,A4
674,MEXI,40519M001,-0.0228,0.00026,0.01886,0.00043,0.01104,0.00032,2005-01-09,2010-04-03,A1
675,MEXI,40519M001,-0.02281,0.00029,0.01886,0.00047,0.01103,0.00036,2010-04-05,2016-05-23,A2
676,MEXI,40519M001,-0.02281,0.00024,0.01885,0.00039,0.01103,0.00029,2016-05-24,2021-05-11,A3
677,MEXI,40519M001,-0.02281,0.00048,0.01885,0.00062,0.01103,0.00056,2021-05-12,2022-04-30,A4
678,MGBH,41667M001,-0.00019,0.00042,-0.00562,0.00041,0.01216,0.00024,2009-01-02,2014-04-26,A1
679,MGBH,41667M001,-0.00019,0.0005,-0.00562,0.0005,0.01216,0.00031,2014-04-27,2018-03-20,A2
680,MGBH,41667M001,-0.00019,0.00043,-0.00562,0.00043,0.01217,0.00024,2018-03-21,2022-04-30,A3
681,MGIN,41647M001,0.00162,0.0001,-0.00697,0.00011,0.01173,7e-05,2008-02-13,2022-04-30,A1
682,MGJF,48038M001,-0.00022,0.00061,-0.00599,0.0006,0.01185,0.00036,2018-07-06,2022-04-30,A1
683,MGJP,48102M001,0.0008,0.00092,-0.00636,0.00091,0.01189,0.00049,2019-06-11,2022-04-30,A1
684,MGLA,48103M001,-0.00038,0.00091,-0.00495,0.00096,0.01227,0.00056,2019-06-21,2022-04-30,A1
685,MGMC,41624M002,0.00121,0.00012,-0.00652,0.00011,0.01245,6e-05,2008-04-05,2022-04-30,A1
686,MGMT,48057M001,0.00015,0.00026,-0.00603,0.00028,0.01219,0.00015,2016-12-06,2022-02-14,A1
687,MGMT,48057M001,0.00015,0.00056,-0.00603,0.00057,0.01219,0.00053,2022-02-15,2022-04-30,A2
688,MGRP,41680M001,0.00066,0.00036,-0.006,0.00037,0.01207,0.00025,2010-03-07,2014-04-01,A1
689,MGRP,41680M001,0.00066,0.00052,-0.006,0.00053,0.01207,0.00052,2014-04-02,2014-07-16,A2
690,MGRP,41680M001,0.00066,0.00052,-0.006,0.00053,0.01206,0.00052,2014-07-17,2014-10-21,A3
691,MGRP,41680M001,0.00066,0.00015,-0.006,0.00016,0.01207,9e-05,2014-10-22,2022-04-30,A4
692,MGTO,48037M001,-0.00131,0.0007,-0.00458,0.00063,0.01164,0.00038,2018-06-09,2022-04-30,A1
693,MGUB,41652M001,0.00073,0.00012,-0.00607,0.00013,0.01181,7e-05,2008-01-09,2019-11-19,A1
694,MGUB,41652M001,0.00073,0.00039,-0.00607,0.00041,0.0118,0.0003,2019-11-20,2022-04-30,A2
695,MGUE,41558M001,-0.00765,0.0001,-0.01203,0.00019,0.01025,0.00015,2012-08-08,2022-04-30,A1
696,MGV1,41626M002,0.00082,0.00025,-0.00612,0.00024,0.0119,0.00015,2014-03-27,2022-04-30,A1
697,MGVA,41626M002,0.00082,0.00044,-0.00612,0.00042,0.0118,0.00033,2010-04-05,2013-10-23,A1
698,MKEA,40477M001,-0.01446,0.00043,0.06225,0.00026,0.03293,0.00022,2000-01-02,2006-10-15,A1
699,MKEA,40477M001,-0.01448,0.00033,0.06221,0.00019,0.03292,0.00016,2006-10-17,2014-10-17,A2
700,MKEA,40477M001,-0.01446,0.00063,0.06225,0.00049,0.0329,0.00044,2015-04-08,2018-05-05,A3
701,MKEA,40477M001,-0.01448,0.00067,0.0623,0.00058,0.03293,0.00059,2018-05-06,2019-06-08,A4
702,MKEA,40477M001,-0.01448,0.00067,0.0622,0.00058,0.03296,0.0006,2019-06-09,2020-01-14,A5
703,MKEA,40477M001,-0.01448,0.00044,0.06221,0.00032,0.03297,0.0003,2020-01-15,2022-04-30,A6
704,MOBS,50182M001,-0.03871,0.00046,0.00373,0.00042,0.04617,0.00049,2003-05-01,2004-12-22,A1
705,MOBS,50182M001,-0.03866,9e-05,0.00369,7e-05,0.0461,8e-05,2004-12-24,2021-10-27,A2
706,MOBS,50182M001,-0.03866,0.00049,0.00369,0.00045,0.0461,0.00052,2021-10-28,2022-04-30,A3
707,MONP,40497M004,-0.03085,0.0005,0.02577,0.0006,0.014,0.00058,2000-01-02,2000-03-22,A1
708,MONP,40497M004,-0.03086,0.0001,0.02576,0.00017,0.01399,0.00013,2000-03-23,2010-04-03,A2
709,MONP,40497M004,-0.03086,0.00047,0.02577,0.00058,0.01399,0.00055,2010-04-05,2011-07-29,A3
710,MONP,40497M004,-0.03085,0.00048,0.02576,0.00059,0.01399,0.00056,2011-07-30,2012-09-23,A4
711,MONP,40497M004,-0.03085,0.00044,0.02576,0.00056,0.014,0.00051,2012-09-24,2014-07-21,A5
712,MONP,40497M004,-0.03085,0.00022,0.02577,0.00033,0.01399,0.00027,2014-07-23,2019-01-02,A6
713,MONP,40497M004,-0.03086,0.00029,0.02576,0.00045,0.01399,0.00036,2019-01-04,2022-04-30,A7
714,MOTE,41922S001,0.01105,0.00072,0.01041,0.00156,0.00947,0.00055,2006-03-06,2008-04-26,A1
715,MOTE,41922S001,0.01105,0.00063,0.01042,0.00151,0.00947,0.00043,2019-11-21,2021-12-23,A2
716,MPL2,41544M001,0.00119,0.00028,-0.00761,0.00038,0.00959,0.00034,2010-03-08,2014-01-09,A1
717,MPL2,41544M001,0.00119,0.00014,-0.00761,0.00021,0.00959,0.00019,2014-09-30,2022-04-30,A2
718,MPLA,41521M001,0.00455,0.00044,-0.00762,0.00064,0.00881,0.00053,2002-09-22,2008-02-03,A1
719,MRLS,40909M001,-0.002,0.00048,-0.00016,0.00146,0.00139,0.00056,2012-03-27,2014-11-09,A1
720,MRLS,40909M001,-0.002,0.00044,-0.00016,0.00145,0.00139,0.00053,2014-11-11,2018-02-04,A2
721,MSAQ,48062M001,0.00148,0.00031,-0.00701,0.00043,0.01042,0.00022,2017-02-13,2022-03-01,A1
722,MSBL,48036M001,0.00118,0.00047,-0.00638,0.00063,0.01142,0.00036,2018-05-26,2022-04-30,A1
723,MSCB,48056M001,-0.00134,0.00173,-0.00375,0.00246,0.01126,0.00119,2016-09-06,2018-11-27,A1
724,MSCG,41649M001,-0.00121,0.00018,-0.00175,0.00023,0.01423,0.00012,2008-01-01,2018-04-24,A1
725,MSCG,41649M001,-0.00121,0.0004,-0.00175,0.00049,0.01424,0.00034,2018-04-25,2021-03-24,A2
726,MSDR,48096M001,-0.00041,0.00022,-0.00459,0.00029,0.01113,0.00017,2013-07-11,2019-11-04,A1
727,MSDR,48096M001,-0.00041,0.00034,-0.00459,0.00043,0.01114,0.00028,2019-11-05,2022-04-30,A2
728,MSJR,48035M001,0.00035,0.00035,-0.00551,0.00048,0.01141,0.00026,2018-06-15,2022-04-30,A1
729,MSMJ,48042M001,0.00045,0.0004,-0.0065,0.00054,0.01077,0.00029,2017-08-10,2021-10-14,A1
730,MSMN,48034M001,0.00177,0.00047,-0.00565,0.00061,0.00968,0.00036,2018-06-30,2022-04-30,A1
731,MSNV,48049M001,0.00035,0.00025,-0.00583,0.00032,0.0099,0.00018,2017-01-01,2022-04-30,A1
732,MSPM,48033M001,-0.00049,0.00046,-0.00656,0.00065,0.01071,0.00035,2018-06-05,2022-04-30,A1
733,MSPP,48055M001,0.00082,0.00028,-0.00663,0.00037,0.01056,0.00021,2016-11-26,2022-04-30,A1
734,MTBA,41663M001,-0.00202,0.00028,-0.00357,0.00035,0.01248,0.00016,2008-08-29,2015-09-01,A1
735,MTBA,41663M001,-0.00202,0.00057,-0.00357,0.00061,0.01248,0.00052,2015-11-02,2016-11-14,A2
736,MTCA,48043M001,0.00058,0.00034,-0.00728,0.00048,0.01126,0.00021,2017-06-27,2022-04-30,A1
737,MTCN,41687M001,-0.00053,0.0001,-0.00229,0.00012,0.01459,6e-05,2011-03-25,2022-04-30,A1
738,MTCO,41670M001,-0.00077,0.00016,-0.00504,0.00022,0.01267,8e-05,2009-04-10,2019-07-20,A1
739,MTEC,42015M001,-0.00353,0.00084,-0.00213,0.00233,0.01075,0.00055,2019-07-17,2021-09-30,A1
740,MTGA,41663M002,-0.0008,0.00094,-0.00644,0.00116,0.01292,0.00046,2016-11-27,2019-11-26,A1
741,MTGA,41663M002,-0.0008,0.00094,-0.00644,0.00113,0.01292,0.00044,2019-11-27,2022-04-30,A2
742,MTIT,48044M001,0.00146,0.00048,-0.00758,0.00063,0.01139,0.00028,2017-06-17,2021-06-13,A1
743,MTJI,48075M001,-0.00147,0.00047,-0.00389,0.00071,0.01193,0.00023,2014-09-26,2019-11-29,A1
744,MTJI,48075M001,-0.00147,0.00059,-0.00389,0.0008,0.01194,0.00039,2019-11-30,2022-04-30,A2
745,MTLA,48051M001,-0.00086,0.00039,-0.00517,0.00058,0.01193,0.0002,2016-11-15,2022-04-30,A1
746,MTLE,48050M001,1e-05,0.00034,-0.00656,0.00045,0.01172,0.0002,2017-03-11,2021-08-27,A1
747,MTNM,48045M001,-0.00188,0.00073,-0.00454,0.001,0.01357,0.00041,2017-08-10,2020-04-19,A1
748,MTNX,48059M001,-0.00035,0.0003,-0.00584,0.00038,0.01192,0.00015,2016-02-16,2022-04-30,A1
749,MTSC,48046M001,0.00032,0.0004,-0.00639,0.00055,0.01147,0.00024,2017-10-09,2022-04-30,A1
750,MTSF,41655M001,-0.00156,0.00016,-0.00401,0.00018,0.01295,8e-05,2008-04-03,2018-10-26,A1
751,MTSR,41689M001,-0.00173,9e-05,-0.00389,0.00012,0.01322,5e-05,2011-01-31,2022-04-30,A1
752,MTV1,42323S001,0.00146,0.00027,-0.0072,0.00035,0.00952,0.00028,2015-11-29,2022-04-30,A1
753,MTVB,41690M001,-0.00121,0.00052,-0.00322,0.00082,0.01135,0.00031,2011-02-22,2016-01-11,A1
754,MTY2,40518M001,-0.01066,8e-05,0.00073,0.00025,-0.00284,0.00013,2005-01-09,2016-05-24,A1
755,MTY2,40518M001,-0.01065,0.00041,0.00073,0.00055,-0.00284,0.00045,2016-05-25,2018-06-23,A2
756,MTY2,40518M001,-0.01065,0.00033,0.00073,0.00052,-0.00284,0.00037,2018-06-24,2021-05-18,A3
757,MTY2,40518M001,-0.01066,0.00046,0.00073,0.00056,-0.00284,0.00051,2021-05-19,2022-04-30,A4
758,MZAC,41503M001,0.01067,0.00027,-0.00323,0.00053,0.0112,0.00039,2004-06-02,2010-02-26,A1
759,MZAC,41503M001,0.00667,0.00107,-0.00649,0.00213,0.00879,0.00157,2010-02-28,2015-09-15,A2
760,MZAC,41503M001,0.00515,0.00069,-0.0064,0.00144,0.00942,0.00104,2015-09-17,2022-04-30,A3
761,MZAE,41530M001,0.00682,0.00062,-0.00214,0.00121,0.00953,0.00088,2007-05-20,2010-02-26,A1
762,MZAE,41530M001,0.0012,0.00078,-0.00828,0.00134,0.00868,0.00104,2010-02-28,2014-02-13,A2
763,MZAE,41530M001,0.0012,0.00076,-0.00828,0.00133,0.00868,0.00102,2014-02-15,2015-09-15,A3
764,MZAE,41530M001,0.0012,0.00065,-0.00828,0.00126,0.00868,0.00091,2015-09-17,2019-04-23,A4
765,MZAE,41530M001,0.0012,0.00079,-0.00828,0.00135,0.00868,0.00105,2021-12-07,2022-04-30,A5
766,MZAL,41568M001,0.00497,0.00114,-0.00544,0.00227,0.01024,0.00165,2013-04-30,2015-09-15,A1
767,MZAL,41568M001,0.00234,0.00045,-0.00591,0.00092,0.01115,0.00065,2015-09-17,2021-07-18,A2
768,MZAL,41568M001,0.00234,0.00062,-0.00591,0.00104,0.01115,0.00081,2021-07-20,2022-04-30,A3
769,MZAS,41528M001,0.00781,0.00052,-0.00508,0.00103,0.00885,0.00076,2007-01-17,2010-02-26,A1
770,MZAU,41556M001,0.00085,0.00017,-0.00893,0.00034,0.00792,0.00025,2015-09-20,2022-04-30,A1
771,MZGA,41580M001,-0.00798,0.00172,-0.00895,0.00335,0.00772,0.00252,2014-04-16,2015-09-15,A1
772,MZGA,41580M001,-0.00479,0.00018,-0.0059,0.00034,0.00975,0.00026,2015-09-17,2022-04-30,A2
773,MZRF,41528M003,-0.00219,0.00039,-0.00913,0.00074,0.00798,0.00056,2016-12-16,2022-04-30,A1
774,NAMA,20103M001,-0.02966,0.00029,0.02014,0.00028,0.02639,0.00017,2007-04-18,2015-01-28,A1
775,NARA,40910M001,-0.00765,0.00038,0.00339,0.00132,-0.00032,0.00046,2012-03-22,2016-02-15,A1
776,NAS0,43607S001,-0.00958,8e-05,0.00057,0.00022,0.00388,0.00012,2007-06-26,2019-07-25,A1
777,NAS0,43607S001,-0.00958,0.0004,0.00057,0.00051,0.00388,0.00037,2019-07-26,2022-04-06,A2
778,NAUR,50701M001,0.01519,0.00079,0.06664,0.00027,0.02887,0.00021,2014-03-16,2020-01-17,A1
779,NAUS,41614M002,-0.00312,0.00018,-0.002,0.00028,0.01263,0.0001,2006-01-01,2013-04-09,A1
780,NAUS,41614M002,-0.00312,0.00053,-0.002,0.00058,0.01263,0.00049,2013-04-10,2014-05-23,A2
781,NAUS,41614M002,-0.00312,0.00054,-0.002,0.00058,0.01263,0.00052,2014-05-24,2014-08-28,A3
782,NAUS,41614M002,-0.00312,0.00042,-0.002,0.00053,0.01263,0.00034,2014-08-29,2016-11-19,A4
783,NAUS,41614M002,-0.00312,0.00016,-0.002,0.00023,0.01263,8e-05,2016-11-20,2022-04-30,A5
784,NEIA,41620M002,0.00175,0.00055,-0.00726,0.00061,0.01085,0.00043,2006-01-02,2009-09-10,A1
785,NEIA,41620M002,0.00175,0.00058,-0.00726,0.00064,0.01084,0.00047,2009-09-11,2012-08-29,A2
786,NEIA,41620M002,0.00175,0.00051,-0.00726,0.00057,0.01084,0.00039,2012-08-30,2016-10-19,A3
787,NEIA,41620M002,0.00175,0.00047,-0.00726,0.00053,0.01085,0.00033,2016-10-20,2020-10-28,A4
788,NEIA,41620M002,0.00175,0.00067,-0.00726,0.00071,0.01085,0.00059,2021-02-17,2021-11-20,A5
789,NEIA,41620M002,0.00175,0.00068,-0.00726,0.00072,0.01084,0.00061,2021-11-21,2022-04-30,A6
790,NEIL,40606M001,0.02253,0.00012,0.00823,0.00037,0.02322,0.00011,2010-05-01,2018-10-16,A1
791,NEIL,40606M001,0.02253,0.00029,0.00823,0.00056,0.02323,0.00026,2018-10-17,2022-04-30,A2
792,NESA,41546M001,-0.00016,0.00011,-0.00874,0.00018,0.00924,0.00016,2010-02-28,2022-04-30,A1
793,NEVA,41923S001,-0.00071,0.0001,0.00149,0.00024,0.01387,7e-05,2005-11-18,2017-11-18,A1
794,NEVA,41923S001,-0.00071,0.00022,0.00149,0.00044,0.01387,0.00017,2018-03-15,2022-04-30,A2
795,NJEC,42028M001,0.00205,0.00036,0.00039,0.00108,0.00762,0.00028,2012-12-09,2016-04-15,A1
796,NJEC,42028M001,0.00205,0.00059,0.00039,0.00119,0.00762,0.00054,2016-04-17,2017-10-25,A2
797,NJEC,42028M001,0.00216,0.00081,-0.00741,0.00212,0.01067,0.00064,2019-05-27,2020-09-10,A3
798,NJEC,42028M001,0.00216,0.00073,-0.00741,0.00208,0.01067,0.00053,2020-09-11,2022-04-30,A4
799,NKLG,32809M002,-0.00371,0.00035,0.02206,0.00015,0.0195,0.00012,2000-04-02,2010-05-03,A1
800,NKLG,32809M002,-0.00371,0.00046,0.02206,0.00019,0.01949,0.00017,2010-05-04,2016-04-22,A2
801,NKLG,32809M002,-0.00371,0.00036,0.02207,0.00014,0.0195,0.00011,2016-04-23,2022-04-30,A3
802,NLIB,40465M001,-0.01563,0.0001,0.00077,0.00031,-0.00152,0.00026,2000-01-02,2009-09-21,A1
803,NLIB,40465M001,-0.01564,0.00026,0.00077,0.00049,-0.00152,0.00045,2010-12-16,2015-01-17,A2
804,NLIB,40465M001,-0.01564,0.00031,0.00077,0.00053,-0.00152,0.00049,2015-01-18,2018-06-12,A3
805,NLIB,40465M001,-0.01564,0.00027,0.00077,0.00051,-0.00152,0.00045,2019-01-01,2022-04-30,A4
806,NOT1,12717M004,-0.01775,0.00014,0.01746,6e-05,0.0157,0.00012,2000-09-07,2015-10-08,A1
807,NOT1,12717M004,-0.01775,0.0005,0.01746,0.00039,0.01569,0.00049,2015-10-09,2017-10-11,A2
808,NOT1,12717M004,-0.01775,0.00039,0.01747,0.00022,0.01569,0.00035,2017-10-12,2022-04-30,A3
809,NRIL,12364M001,-0.02219,4e-05,0.0033,5e-05,0.00136,9e-05,2000-09-17,2022-04-30,A1
810,NYA1,10317M003,-0.01453,3e-05,0.00773,4e-05,0.01071,9e-05,2000-01-02,2022-04-30,A1
811,NYAL,10317M001,-0.01454,0.0005,0.00773,0.00015,0.01071,0.00052,2000-01-02,2000-12-04,A1
812,NYAL,10317M001,-0.01454,0.0005,0.00773,0.00015,0.01072,0.00052,2000-12-05,2001-09-05,A2
813,NYAL,10317M001,-0.01453,4e-05,0.00773,4e-05,0.01071,0.0001,2001-09-06,2022-04-30,A3
814,NYCO,40607M002,0.01356,0.00047,0.00791,0.0012,0.02353,0.00044,2016-05-19,2018-10-22,A1
815,NYCO,40607M002,0.01353,0.00034,0.00792,0.00114,0.02357,0.00034,2018-10-23,2022-04-30,A2
816,OAFA,41508M001,0.00572,0.00101,-0.00848,0.00195,0.01184,0.00136,2018-12-30,2020-12-04,A1
817,OAFA,41508M001,0.00572,0.001,-0.00848,0.00194,0.01183,0.00135,2020-12-05,2022-04-30,A2
818,OAX2,40517M001,-0.00831,0.00021,0.00118,0.00052,0.0009,0.00025,2005-01-09,2009-07-16,A1
819,OAX2,40517M001,-0.00831,0.00013,0.00118,0.00039,0.0009,0.00016,2009-07-17,2016-05-30,A2
820,OAX2,40517M001,-0.00831,0.00019,0.00118,0.00047,0.0009,0.0002,2016-05-31,2021-05-18,A3
821,OAX2,40517M001,-0.00831,0.00047,0.00118,0.00064,0.0009,0.00049,2021-05-19,2022-04-30,A4
822,OHI2,66008M005,0.01869,0.00036,-0.00093,0.00049,0.00185,0.00062,2002-02-16,2003-02-22,A1
823,OHI2,66008M005,0.01868,0.00014,-0.00093,0.00019,0.00185,0.00035,2003-02-23,2009-01-30,A2
824,OHI2,66008M005,0.01868,0.00021,-0.00093,0.00029,0.00185,0.00049,2009-01-31,2013-02-07,A3
825,OHI2,66008M005,0.01868,0.00036,-0.00093,0.00049,0.00185,0.00062,2013-02-08,2013-11-16,A4
826,OHI2,66008M005,0.01868,0.00036,-0.00093,0.00049,0.00185,0.00062,2013-11-18,2014-03-02,A5
827,OHI2,66008M005,0.01869,0.00026,-0.00093,0.00036,0.00185,0.00055,2014-03-03,2017-02-27,A6
828,OHI2,66008M005,0.01868,0.00013,-0.00093,0.00019,0.00185,0.00034,2017-02-28,2022-04-30,A7
829,OHI3,66008M006,0.01816,0.00013,-0.00072,0.00017,0.00169,0.00033,2003-03-07,2010-01-22,A1
830,OHI3,66008M006,0.01816,0.00035,-0.00072,0.00047,0.00169,0.00061,2010-01-23,2011-01-27,A2
831,OHI3,66008M006,0.01815,0.00031,-0.00072,0.00042,0.00169,0.00058,2011-01-28,2013-02-07,A3
832,OHI3,66008M006,0.01815,0.00036,-0.00072,0.00048,0.00169,0.00061,2013-02-08,2013-09-28,A4
833,OHI3,66008M006,0.01816,0.00036,-0.00072,0.00049,0.00169,0.00061,2013-09-29,2013-11-16,A5
834,OHI3,66008M006,0.01816,8e-05,-0.00072,0.00011,0.00169,0.0002,2013-11-18,2022-04-30,A6
835,OHIG,66008M001,0.01961,0.0012,-0.00301,0.00175,0.00011,0.0039,2000-01-02,2002-02-19,A1
836,ONEC,42044M001,0.0032,0.00024,0.00116,0.00071,0.0112,0.00018,2018-06-21,2022-04-30,A1
837,ONRJ,41635M001,0.00058,0.00046,-0.00623,0.00045,0.01124,0.00038,2007-03-30,2009-10-12,A1
838,ONRJ,41635M001,0.00058,0.00042,-0.00623,0.00041,0.01124,0.00031,2009-10-13,2013-07-04,A2
839,ONRJ,41635M001,0.00058,0.00051,-0.00623,0.00051,0.01125,0.00047,2013-07-05,2015-03-11,A3
840,ONRJ,41635M001,0.00058,0.00022,-0.00623,0.00022,0.01124,0.00013,2015-03-12,2022-04-30,A4
841,ONSA,10402M004,-0.01425,5e-05,0.01468,4e-05,0.01065,6e-05,2000-01-02,2022-04-30,A1
842,OSOR,41722M001,0.01756,0.00014,-0.01033,0.00028,0.00475,0.00024,2012-01-07,2020-10-24,A1
843,OURI,41631M001,-0.00039,0.00062,-0.00325,0.00068,0.01193,0.00058,2009-06-19,2010-09-23,A1
844,OURI,41631M001,-0.00039,0.0004,-0.00325,0.00048,0.01193,0.00031,2010-09-24,2017-03-06,A2
845,PAAR,41683M002,-0.00404,0.00062,0.00022,0.00067,0.01204,0.00053,2017-06-09,2017-07-22,A1
846,PAAR,41683M002,-0.00404,0.00036,0.00022,0.00043,0.01204,0.00013,2017-09-13,2022-04-30,A2
847,PAAT,41683M001,-0.00366,0.00043,-0.00211,0.00049,0.01324,0.00013,2010-03-07,2017-09-12,A1
848,PAEC,42046M002,0.0103,0.00048,-0.00649,0.00137,0.01545,0.00033,2019-08-29,2022-04-30,A1
849,PAIT,41685M001,-0.00479,0.00053,0.0008,0.00062,0.01302,0.00046,2010-04-07,2012-01-12,A1
850,PAIT,41685M001,-0.00479,0.00053,0.0008,0.00061,0.01302,0.00045,2012-04-13,2014-03-27,A2
851,PAIT,41685M001,-0.00479,0.00056,0.0008,0.00063,0.01302,0.00052,2014-03-28,2014-04-17,A3
852,PAIT,41685M001,-0.00479,0.00056,0.0008,0.00063,0.01301,0.00052,2014-07-25,2014-10-30,A4
853,PAIT,41685M001,-0.00479,0.00023,0.0008,0.00036,0.01302,9e-05,2014-10-31,2022-04-30,A5
854,PALM,66005M002,0.01712,3e-05,-0.00497,4e-05,-0.00032,6e-05,2000-01-02,2022-04-30,A1
855,PAMP,41944M001,0.00241,0.00012,0.00311,0.00029,0.01477,8e-05,2012-10-29,2022-04-30,A1
856,PARA,41610M001,0.00102,0.00037,-0.00574,0.00042,0.01103,0.00027,2000-01-04,2007-05-07,A1
857,PARC,41716S001,0.00741,0.00032,-0.00733,0.00048,0.00792,0.00053,2000-01-02,2001-10-05,A1
858,PARC,41716S001,0.00741,0.00013,-0.00733,0.00022,0.00792,0.00028,2001-10-06,2009-06-28,A2
859,PARC,41716S001,0.00741,0.00035,-0.00733,0.00052,0.00792,0.00055,2009-06-29,2009-11-05,A3
860,PARC,41716S001,0.00741,0.00031,-0.00733,0.00046,0.00792,0.00051,2009-11-07,2011-08-25,A4
861,PARC,41716S001,0.00741,9e-05,-0.00733,0.00015,0.00792,0.0002,2011-08-26,2020-03-11,A5
862,PARC,41716S001,0.00741,0.00025,-0.00733,0.00039,0.00792,0.00046,2020-03-12,2022-04-30,A6
863,PASM,48063M001,-0.0049,0.00021,-8e-05,0.00028,0.0128,9e-05,2015-07-15,2022-04-30,A1
864,PBCG,41656M001,-0.00177,0.00014,-0.00469,0.00011,0.01222,5e-05,2008-04-03,2022-04-30,A1
865,PBJP,41698M001,-0.00182,0.00076,-0.00359,0.00066,0.01463,0.00054,2013-04-23,2014-04-23,A1
866,PBJP,41698M001,-0.00182,0.00057,-0.00359,0.00042,0.01462,0.00021,2014-04-24,2018-05-22,A2
867,PBJP,41698M001,-0.00182,0.00058,-0.00359,0.00043,0.01463,0.00021,2018-05-23,2022-04-30,A3
868,PBPT,48106M001,-0.00256,0.00126,-0.00661,0.00098,0.01291,0.00042,2019-10-09,2022-04-30,A1
869,PDEL,31906M004,-0.00502,0.00035,0.01587,0.00017,0.01167,0.00029,2000-04-17,2006-12-12,A1
