NUM,STATION,NAME,VX[m/a],sig_VX[m/a],VY[m/a],sig_Y[m],VZ[m/a],sig_VZ[m/a],START,END,ID-SNX
1329,VBCA,41512M001,0.00043,0.00013,-0.00851,0.00022,0.00936,0.0002,2014-12-19,2022-04-30,A3
1330,VERA,40622M001,0.0143,0.00046,0.00368,0.00173,0.01165,0.00049,2009-08-02,2012-09-04,A1
1331,VERA,40622M001,0.01259,0.00023,0.00315,0.00065,0.00953,0.00019,2012-09-06,2022-04-30,A2
1332,VESL,66009M001,0.0094,0.00078,-0.00104,0.00051,0.00466,0.00241,2000-01-26,2003-01-05,A1
1333,VESL,66009M001,0.01176,0.00064,-0.00068,0.00042,-0.00145,0.00201,2003-01-06,2006-01-22,A2
1334,VESL,66009M001,0.01016,0.00019,-0.0004,0.00013,0.004,0.00058,2006-01-23,2012-12-19,A3
1335,VICO,41613M001,0.00017,0.00039,-0.00531,0.00038,0.01191,0.00022,2000-01-05,2007-04-03,A1
1336,VICO,41613M001,0.00117,0.00047,-0.0051,0.00045,0.01168,0.00029,2007-04-04,2011-09-19,A2
1337,VICO,41613M001,-0.00498,0.00054,-0.0032,0.00054,0.01306,0.00053,2011-09-20,2012-04-03,A3
1338,VICO,41613M001,-0.00497,0.00022,-0.00318,0.00021,0.01303,0.00012,2012-04-04,2021-07-05,A4
1339,VICO,41613M001,-0.0049,0.00053,-0.0032,0.00053,0.01323,0.0005,2021-07-06,2022-04-30,A5
1340,VIL2,40527M001,-0.00775,7e-05,0.00208,0.00025,0.00047,0.0001,2005-01-09,2016-05-23,A1
1341,VIL2,40527M001,-0.00822,0.0002,0.00099,0.00046,0.00058,0.00021,2016-05-24,2021-05-12,A2
1342,VIL2,40527M001,-0.00757,0.00046,0.00234,0.00056,0.00094,0.00047,2021-05-13,2022-04-30,A3
1343,VIVI,41931S001,-0.00392,0.00034,0.00251,0.00069,0.0079,0.00025,2005-09-18,2009-12-21,A1
1344,VIVI,41931S001,-0.00569,0.00024,0.00238,0.00061,0.00964,0.00017,2012-05-23,2019-02-01,A2
1345,VIVI,41931S001,-0.00467,0.00043,0.00255,0.00076,0.01065,0.00038,2019-08-04,2022-04-30,A3
1346,VNDP,40420M007,-0.03028,0.00029,0.03292,0.00039,0.01937,0.00032,2000-01-02,2003-12-21,A1
1347,VNDP,40420M007,-0.03006,0.00015,0.03331,0.00022,0.01959,0.00017,2003-12-23,2012-01-31,A2
1348,VNDP,40420M007,-0.02988,0.00032,0.03325,0.00042,0.01989,0.00036,2012-02-01,2015-07-27,A3
1349,VNDP,40420M007,-0.02939,0.00014,0.03275,0.00021,0.02023,0.00017,2015-07-28,2022-04-30,A4
1350,WARK,50243M001,-0.0236,0.00042,-0.00243,0.00012,0.03358,0.00028,2013-02-19,2019-09-26,A1
1351,WARK,50243M001,-0.02373,0.00059,-0.00179,0.0003,0.03419,0.00046,2019-09-27,2022-04-30,A2
1352,WES2,40440S020,-0.01575,0.0004,-0.00121,0.00054,0.00452,0.00054,2000-01-02,2000-08-16,A1
1353,WES2,40440S020,-0.01573,0.0004,-0.00118,0.00054,0.00454,0.00054,2000-08-17,2001-06-29,A2
1354,WES2,40440S020,-0.01574,8e-05,-0.00119,0.00019,0.00453,0.00016,2001-06-30,2014-06-24,A3
1355,WES2,40440S020,-0.01573,0.0004,-0.00117,0.00053,0.00453,0.00053,2014-06-25,2015-07-27,A4
1356,WES2,40440S020,-0.01574,0.0004,-0.00119,0.00054,0.00453,0.00054,2018-10-25,2018-11-26,A5
1357,WES2,40440S020,-0.01573,0.0004,-0.00119,0.00054,0.00453,0.00054,2018-11-27,2019-05-16,A6
1358,WES2,40440S020,-0.01574,0.0004,-0.0012,0.00054,0.00453,0.00054,2019-05-17,2019-08-17,A7
1359,WES2,40440S020,-0.01574,0.0004,-0.0012,0.00054,0.00453,0.00054,2020-02-01,2020-04-06,A8
1360,WES2,40440S020,-0.01573,0.0004,-0.00119,0.00054,0.00452,0.00054,2021-02-26,2021-10-28,A9
1361,WES2,40440S020,-0.01571,0.0004,-0.00113,0.00053,0.00462,0.00053,2021-10-29,2022-04-30,A10
1362,WIND,31101M001,0.00131,0.00049,0.02116,0.00028,0.01829,0.00032,2007-02-12,2011-02-28,A1
1363,WIND,31101M001,0.001,0.00034,0.02157,0.00016,0.01764,0.00018,2011-03-01,2019-05-13,A2
1364,WIND,31101M001,0.0011,0.0006,0.02161,0.00048,0.01782,0.0005,2019-05-14,2020-12-05,A3
1365,WIND,31101M001,0.00145,0.00059,0.02111,0.00046,0.01804,0.00048,2021-03-04,2022-04-30,A4
1366,WTZR,14201M010,-0.01612,0.00016,0.01732,8e-05,0.01041,0.00018,2000-01-02,2009-01-19,A1
1367,WTZR,14201M010,-0.01612,0.0005,0.0173,0.00033,0.01043,0.00052,2009-01-20,2010-06-30,A2
1368,WTZR,14201M010,-0.01605,0.00011,0.01737,6e-05,0.01055,0.00012,2010-07-01,2022-04-30,A3
1369,YAKT,12353M002,-0.02162,4e-05,-0.00339,5e-05,-0.00509,9e-05,2000-07-24,2022-04-30,A1
1370,YAR2,50107M004,-0.04639,0.00041,0.00876,0.0005,0.05056,0.00046,2000-03-08,2002-05-16,A1
1371,YAR2,50107M004,-0.04701,0.00013,0.009,0.00019,0.05078,0.00013,2002-05-17,2012-05-23,A2
1372,YAR2,50107M004,-0.04693,0.00046,0.00855,0.00053,0.05022,0.0005,2012-05-24,2013-06-19,A3
1373,YAR2,50107M004,-0.04695,0.00014,0.00866,0.0002,0.05078,0.00014,2013-06-20,2022-04-30,A4
1374,YCBA,41803M001,0.00153,0.00045,-0.00345,0.00066,0.01187,0.00039,2011-05-25,2014-03-31,A1
1375,YCBA,41803M001,0.00158,0.00036,-0.00339,0.00056,0.01167,0.00028,2014-04-02,2020-03-20,A2
1376,YEBE,13420M001,-0.00957,7e-05,0.0195,4e-05,0.0128,7e-05,2000-09-30,2021-03-24,A1
1377,YEBE,13420M001,-0.00963,0.00051,0.01955,0.00038,0.01284,0.0005,2021-03-25,2022-04-30,A2
1378,YELL,40127M003,-0.02112,5e-05,-0.00446,8e-05,0.00097,0.00014,2000-01-02,2013-07-17,A1
1379,YELL,40127M003,-0.02107,7e-05,-0.0043,0.0001,0.0002,0.00017,2013-07-18,2022-04-30,A2
1380,YEMA,41569M001,-0.00157,0.00018,-0.0061,0.00027,0.01032,0.00015,2014-06-06,2022-04-30,A1
1381,YOPA,41932S001,-0.00462,0.00088,-0.00239,0.00203,0.01191,0.00054,2019-10-02,2022-04-30,A1
1382,ZARZ,41950M001,0.00296,0.00027,0.00215,0.00055,0.0152,0.00021,2012-12-07,2016-10-12,A1
1383,ZARZ,41950M001,0.00389,0.00018,0.0026,0.00044,0.01587,0.00013,2017-05-16,2022-04-30,A2
1384,ZECK,12351M001,-0.02234,0.00046,0.01418,0.00044,0.00928,0.00053,2000-01-02,2001-07-12,A1
1385,ZECK,12351M001,-0.02253,0.00037,0.014,0.00032,0.00918,0.00043,2001-07-13,2005-10-18,A2
1386,ZECK,12351M001,-0.02236,0.00031,0.01382,0.00027,0.00897,0.00036,2006-07-30,2011-08-18,A3
1387,ZECK,12351M001,-0.02231,0.00016,0.01407,0.00014,0.00904,0.00019,2011-08-19,2020-12-24,A4
1388,ZECK,12351M001,-0.02226,0.00046,0.01396,0.00043,0.00905,0.00052,2020-12-25,2022-04-30,A5
1389,ZIMM,14001M004,-0.01387,6e-05,0.01813,4e-05,0.01202,7e-05,2000-01-02,2022-04-30,A1
